#,Lens ID,Jurisdiction,Publication Date,Publication Year,Title,Abstract,Applicants,Inventors,URL
42,004-635-021-292-52X,EP,2022-04-27,2022,"LITHIUM-ION SECONDARY BATTERY AND RELATED PREPARATION METHOD THEREFOR, BATTERY MODULE, BATTERY PACK, AND DEVICE","A lithium-ion secondary battery (5) and related preparation method thereof, battery module (4), battery pack (1) and apparatus. Specifically, a lithium-ion secondary battery (5) includes a positive electrode plate, a negative electrode plate, an electrolyte and a separator, wherein the positive electrode plate includes a positive electrode current collector and a first positive electrode active material layer and a second positive electrode active material layer sequentially disposed on at least one side of the positive electrode current collector; the lithium-ion secondary battery (5) satisfies: -1 ≤ log<sub>10</sub>(u/v)×w ≤ 15.5, wherein, u is a thickness of the first positive electrode active material layer in microns, v is a thickness of the second positive electrode active material layer in microns, w is a conductivity of the electrolyte at a temperature of 25°C in mS·cm<sup>-1</sup>. The lithium-ion secondary battery (5) has excellent performance such as low discharge resistance at low SOC and low gas production at high temperature.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LI ZHIQIANG;;LI QIFENG;;HAN CHANGLONG,https://lens.org/004-635-021-292-52X
43,005-510-864-936-757,CN,2021-09-10,2021,Intelligent power management system based on electric two-wheeled vehicle,"The invention relates to an intelligent power management system based on an electric two-wheeled vehicle. The system comprises a lithium battery pack which comprises a plurality of single lithium batteries connected in series and is used for providing energy for the electric two-wheeled vehicle during riding, a standby battery which is respectively connected with the plurality of single lithium batteries and is used for carrying out emergency charging when the electric two-wheeled vehicle is excessively discharged, a lithium ion detection unit which is used for detecting the lithium ion content of each single lithium battery in the lithium battery pack in real time when the electric two-wheeled vehicle is not ridden so as to determine the lithium ion increment within preset time, a voltage detection unit which is used for detecting the voltage of the electric two-wheeled vehicle, a motor control unit which is used for controlling the riding of the electric two-wheeled vehicle, and a control unit which is used for controlling the standby battery to charge the lithium battery pack. Therefore, the speed of lithium battery damage caused by decomposition of lithium ion active substances due to excessive discharge can be slowed down, and the service life of the lithium battery of the electric two-wheeled vehicle is effectively prolonged.",SHENZHEN TIAN POWER TECH CO LTD,GOU PAN;;YUE JIANMING,https://lens.org/005-510-864-936-757
44,006-405-289-033-069,EP,2022-05-04,2022,"LITHIUM ION BATTERY, AND BATTERY MODULE, BATTERY PACK AND DEVICE RELATED THERETO",,CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LIANG CHENGDU;;ZHANG CUIPING;;ZHANG MING;;CHEN PEIPEI;;ZOU HAILIN;;LI LIYE,https://lens.org/006-405-289-033-069
45,012-096-472-708-010,EP,2019-02-13,2019,BINDER FOR ELECTROCHEMICAL ELEMENT,"A binder for an electrochemical element, comprising: a polymer having a carboxyl group and/or a salt thereof, a polymer having an amide group and/or an amide bond; or a polymer having a carboxyl group and/or a salt thereof and an amide group and/or an amide bond.",IDEMITSU KOSAN CO,ISHIHARA YU,https://lens.org/012-096-472-708-010
46,037-063-469-758-478,US,2015-04-02,2015,Lithium Transition Metal Oxide Having Layered Structure,"Provided is a lithium metal compound oxide having a layered structure, which is very excellent as a positive electrode active material of a battery that is mounted on, particularly, an electric vehicle or a hybrid vehicle. Suggested is a lithium metal compound oxide having a layered structure which is expressed by general formula of Li1+xM1−xO2 (M represents metal elements including three elements of Mn, Co, and Ni). In the lithium metal compound oxide having a layered structure, D50 is more than 4 μm and less than 20 μm, a ratio of a primary particle area to a secondary particle area of secondary particles having a size corresponding to the D50 (“primary particle area/secondary particle area”) is 0.004 to 0.035, and the minimum value of powder crushing strength that is obtained by crushing a powder using a microcompression tester is more than 70 MPa.",MITSUI MINING & SMELTING CO,MITSUMOTO TETSUYA;;IDE HITOHIKO;;KAGEI SHINYA;;HATA YOSHIMI,https://lens.org/037-063-469-758-478
47,041-153-070-748-837,EP,2022-11-23,2022,NEGATIVE ELECTRODE PLATE AND LITHIUM-ION SECONDARY BATTERY,,CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LI ZHIQIANG;;HAN CHANGLONG,https://lens.org/041-153-070-748-837
48,060-642-669-531-550,EP,2021-03-31,2021,"LITHIUM ION BATTERY, AND BATTERY MODULE, BATTERY PACK AND DEVICE RELATED THERETO","The present application relates to a lithium ion battery, comprising: a positive electrode plate, a negative electrode plate, a separator disposed between the positive electrode plate and the negative electrode plate, and an electrolytic solution, the positive electrode plate including a positive electrode current collector and a positive electrode active material layer provided on at least one side of the positive electrode current collector, and the electrolytic solution including an organic solvent, a lithium salt and an additive, wherein the lithium salt comprises a primary lithium salt, the primary lithium salt is a first compound in an amount of 30% or more relative to the total molar amount of the lithium salt, and the first compound has a structure represented by the following formula I, and wherein the additive comprises a second compound represented by the following formula II.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LIANG CHENGDU;;ZHANG CUIPING;;ZHANG MING;;CHEN PEIPEI;;ZOU HAILIN;;LI LIYE,https://lens.org/060-642-669-531-550
49,062-027-292-312-216,EP,2018-01-17,2018,INSTALLATION STRUCTURE FOR LITHIUM-ION BATTERY BOX OF ELECTRIC VEHICLE,,AIMA TECH CO LTD,DUAN HUA;;WANG SHIYONG;;LI ZONGYOU;;HU YINGHUA;;WANG JING;;TIAN WEI,https://lens.org/062-027-292-312-216
50,102-147-056-581-751,US,2015-12-29,2015,Telematic method and apparatus with integrated power source,"Telematic method and apparatus adaptively uses fuel cell power source in vehicle with integrated power system, electrical system, telematic system, and body/powertrain system. Telematic communications systems including internet, digital video broadcast entertainment, digital audio broadcast, digital multimedia broadcast, global positioning system navigation, safety services, intelligent transportation systems, and/or universal mobile telecommunications system. Network-accessible software enables integrated modular function for automated control and provision of fuel cell resources for telematic appliance and/or other vehicle electro-mechanical devices.",FERNANDEZ DENNIS S,FERNANDEZ DENNIS S,https://lens.org/102-147-056-581-751
51,107-271-192-121-557,US,2022-04-21,2022,"LITHIUM-ION SECONDARY BATTERY AND RELATED PREPARATION METHOD THEREOF, BATTERY MODULE, BATTERY PACK AND APPARATUS","A lithium-ion secondary battery and related preparation method thereof, battery module, battery pack and apparatus. The lithium-ion secondary battery includes a positive electrode plate, a negative electrode plate, an electrolyte and a separator, wherein the positive electrode plate includes a positive electrode current collector and a first positive electrode active material layer and a second positive electrode active material layer sequentially disposed on at least one side of the positive electrode current collector; the lithium-ion secondary battery satisfies: −1≤log10(u/v)×w≤15.5, wherein, u is a thickness of the first positive electrode active material layer in microns, v is a thickness of the second positive electrode active material layer in microns, w is a conductivity of the electrolyte at a temperature of 25° C. in mS·cm−1. The lithium-ion secondary battery has excellent performance such as low discharge resistance at low SOC and low gas production at high temperature.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LI ZHIQIANG;;LI QIFENG;;HAN CHANGLONG,https://lens.org/107-271-192-121-557
52,125-736-319-314-250,EP,2020-05-13,2020,NEGATIVE ELECTRODE PLATE AND LITHIUM-ION SECONDARY BATTERY,"This application discloses a negative electrode plate and a lithium-ion secondary battery, wherein the negative electrode plate includes a negative electrode current collector and a negative active material layer disposed on at least one surface of the negative electrode current collector, and wherein the negative active material layer includes a graphite material; wherein a ratio r between diffraction peak intensity of (004) crystal surface and diffraction peak intensity of (110) crystal surface of the negative electrode plate, a porosity s of the negative electrode plate, and a resistivity t of the negative electrode plate satisfy:0.05≤100×sr×t≤10.The negative electrode plate and the lithium-ion secondary battery provided by this application can simultaneously achieve high safety performance, cycle performance and rate performance.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LI ZHIQIANG;;HAN CHANGLONG,https://lens.org/125-736-319-314-250
53,132-010-948-675-535,US,2024-03-12,2024,"Lithium-ion secondary battery and related preparation method thereof, battery module, battery pack and apparatus","A lithium-ion secondary battery and related preparation method thereof, battery module, battery pack and apparatus. The lithium-ion secondary battery includes a positive electrode plate, a negative electrode plate, an electrolyte and a separator, wherein the positive electrode plate includes a positive electrode current collector and a first positive electrode active material layer and a second positive electrode active material layer sequentially disposed on at least one side of the positive electrode current collector; the lithium-ion secondary battery satisfies: −1≤log10(u/v)×w≤15.5, wherein, u is a thickness of the first positive electrode active material layer in microns, v is a thickness of the second positive electrode active material layer in microns, w is a conductivity of the electrolyte at a temperature of 25° C. in mS·cm−1. The lithium-ion secondary battery has excellent performance such as low discharge resistance at low SOC and low gas production at high temperature.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LI ZHIQIANG;;LI QIFENG;;HAN CHANGLONG,https://lens.org/132-010-948-675-535
